Código Subclassificação	Nome Subclassificação	Código Classificação
1481	Não sabe se ela iria se importar	145
1482	Sem declaração	145
1485	1102006.Macarrão	72
1486	1102006.Macarrão	73
1487	1102008.Fubá de milho	72
1488	1102008.Fubá de milho	73
1489	1102009.Maizena	72
1491	1102012.Farinha de trigo	72
1492	1102012.Farinha de trigo	73
1493	1102013.Farinha vitaminada	72
1495	1102016.Flocos de cereais	72
1496	1102016.Flocos de cereais	73
1497	1102022.Fécula de mandioca	72
1498	1102022.Fécula de mandioca	73
1501	1102038.Massa para pizza	72
1502	Sim	147
1503	Não	147
1504	Sem declaração	147
1507	1103002.Batata-doce	72
1508	1103002.Batata-doce	73
1509	1103003.Batata-inglesa	72
1510	1103003.Batata-inglesa	73
1511	1103004.Inhame	72
1512	1103004.Inhame	73
1513	1103005.Mandioca (aipim)	72
1514	1103005.Mandioca (aipim)	73
1515	1103017.Abóbora	72
1516	1103017.Abóbora	73
1517	1103020.Abobrinha	72
1518	1103020.Abobrinha	73
1521	1103022.Jiló	72
1522	1103022.Jiló	73
1523	1103025.Pepino	72
1524	1103025.Pepino	73
1525	1103026.Pimentão	72
1526	1103026.Pimentão	73
1527	1103027.Quiabo	72
1528	1103027.Quiabo	73
1529	1103028.Tomate	72
1530	1103028.Tomate	73
1531	1103029.Vagem	72
1532	1103029.Vagem	73
1533	1103031.Berinjela	72
1535	1103033.Moranga	72
1537	1103042.Beterraba	72
1538	1103042.Beterraba	73
1539	1103043.Cebola	72
1540	1103043.Cebola	73
1541	1103044.Cenoura	72
1542	1103044.Cenoura	73
1543	1103048.Mandioquinha	72
1544	1103048.Mandioquinha	73
1545	1104003.Açúcar refinado	72
1546	1104003.Açúcar refinado	73
1547	1104004.Açúcar cristal	72
1548	1104004.Açúcar cristal	73
1549	1104018.Balas, chicletes	72
1550	1104018.Balas, chicletes	73
1551	1104023.Chocolate em barra	72
1553	1104024.Bombons	72
1555	1104032.Sorvetes	72
1557	1104052.Chocolate em pó	72
1558	1104052.Chocolate em pó	73
1559	1104060.Doce de frutas	72
1560	1104060.Doce de frutas	73
1561	1104066.Doce de leite	72
1564	Nenhuma vez	149
1565	1105001.Alface	72
1566	1105001.Alface	73
1567	1105003.Chicória	72
1568	1105003.Chicória	73
1569	1105004.Coentro	72
1570	1105004.Coentro	73
1571	1105005.Couve	72
1572	1105005.Couve	73
1573	1105006.Couve-flor	72
1574	1105006.Couve-flor	73
1575	1105007.Espinafre	72
1576	1 ou 2 vezes	149
1577	1105010.Repolho	72
1578	1105010.Repolho	73
1579	1105012.Cheiro-verde	72
1580	1105012.Cheiro-verde	73
1581	1105013.Agrião	72
1582	1105013.Agrião	73
1583	1105017.Almeirão	72
1584	1105017.Almeirão	73
1585	1105019.Brócolis	72
1586	3 a 5 vezes	149
1587	1105021.Caruru	72
1588	1105021.Caruru	73
1589	1106001.Banana-da-terra	72
1590	1106001.Banana da terra	73
1591	1106003.Abacaxi	72
1592	1106003.Abacaxi	73
1593	1106004.Abacate	72
1594	1106004.Abacate	73
1595	1106005.Banana-d'água	72
1596	1106005.Banana d'agua	73
1597	1106006.Banana-maçã	72
1598	1106006.Banana - maçã	73
1599	1106008.Banana-prata	72
1600	1106008.Banana - prata	73
1601	1106011.Laranja-da-baía	72
1602	1106011.Laranja - baía	73
1603	1106012.Laranja lima	72
1604	1106012.Laranja - lima	73
1605	1106013.Laranja seleta	72
1606	1106013.Laranja - seleta	73
1607	1106015.Limão	72
1608	1106015.Limão	73
1609	1106017.Maçã	72
1610	1106017.Maçã	73
1611	1106018.Mamão	72
1612	1106018.Mamão	73
1613	1106020.Maracujá	72
1614	1106020.Maracujá	73
1615	1106021.Melancia	72
1616	1106021.Melancia	73
1617	1106022.Melão	72
1618	1106022.Melão	73
1619	1106023.Pera	72
1620	1106023.Pera	73
1621	1106027.Tangerina	72
1622	1106027.Tangerina	73
1623	1106028.Uva	72
1624	1106028.Uva	73
1625	1106039.Laranja pera	72
1626	1106039.Laranja - pera	73
1627	1106041.Banana-marmelo	72
1628	1106041.Banana - marmelo	73
1629	1107008.Vísceras de boi	72
1630	1107008.Vísceras de boi	73
1631	1107009.Fígado	72
1632	1107009.Fígado	73
1633	6 a 9 vezes	149
1634	10 vezes ou mais	149
1635	1107018.Carne de porco	72
1636	1107018.Carne de porco	73
1637	Sem declaração	149
1643	1107081.Cupim	72
1645	1107084.Contra filé	72
1646	1107084.Contrafilé	73
1647	1107085.Filé mignon	72
1649	1107087.Chã-de-dentro	72
1650	1107087.Chã-de-dentro	73
1651	1107088.Alcatra	72
1652	1107088.Alcatra	73
1653	1107089.Patinho	72
1654	1107089.Patinho	73
1655	1107090.Lagarto redondo	72
1656	1107090.Lagarto redondo	73
1657	1107091.Lagarto plano	72
1658	1107091.Lagarto plano	73
1661	1107093.Músculo	72
1662	1107093.Músculo	73
1663	1107094.Pá	72
1664	1107094.Pá	73
1665	1107095.Acém	72
1666	1107095.Acém	73
1667	1107096.Peito	72
1668	1107096.Peito	73
1672	Sim	152
1673	1107099.Costela	72
1674	1107099.Costela	73
1675	1108001.Filé de peixe	72
1676	1108001.Filé de peixe	73
1677	1108002.Peixe anchova	72
1678	1108002.Peixe - anchova	73
1679	1108003.Peixe badejo	72
1680	Não	152
1681	1108004.Peixe corvina	72
1682	1108004.Peixe - corvina	73
1683	1108005.Peixe cavalinha	72
1684	1108005.Peixe - cavalinha	73
1685	Sem declaração	152
1686	Nunca teve	153
1687	1108009.Peixe pescadinha	72
1688	9 anos ou menos	153
1689	1108011.Peixe tainha	72
1690	1108011.Peixe - tainha	73
1691	1108012.Peixe sardinha	72
1692	1108012.Peixe - sardinha	73
1693	1108013.Camarão	72
1694	10 anos	153
1695	11 anos	153
1696	12 anos	153
1697	1108015.Peixe vermelho	72
1698	13 anos	153
1699	1108016.Peixe bagre-do-mar	72
1700	1108016.Peixe - bagre do mar	73
1701	1108019.Peixe cavala	72
1702	14 anos	153
1703	15 anos	153
1704	16 anos ou mais	153
1705	1108021.Peixe galo	72
1706	Nunca teve	155
1707	Sem declaração	153
1708	1 pessoa	155
1709	1108088.Peixe dourada	72
1710	1108088.Peixe - dourada	73
1711	2 pessoas	155
1712	3 pessoas	155
1713	4 pessoas	155
1714	5 pessoas	155
1715	6 pessoas ou mais	155
1716	Não se lembra	155
1717	1108032.Peixe serra	72
1718	1108032.Peixe - serra	73
1719	1108033.Peixe pargo	72
1720	1108033.Peixe - pargo	73
1721	1108038.Peixe pescada	72
1722	1108038.Peixe - pescada	73
1723	1108044.Peixe cioba	72
1724	Sem declaração	155
1725	1108045.Caranguejo	72
1726	Sim	156
1727	Não	156
1728	Sem declaração	156
1733	1108051.Peixe traíra	72
1737	1108053.Peixe piramutaba	72
1738	1108053.Peixe - piramutaba	73
1739	1108057.Peixe surubim	72
1740	1108057.Peixe - surubim	73
1743	1108064.Siri	72
1745	Sim	159
1746	Não	159
1747	1108072.Peixe curimatã	72
1748	Não sabe	159
1749	1108076.Peixe acará	72
1750	1108076.Peixe - acará	73
1751	Sem declaração	159
1752	Sim	165
1753	Não	165
1754	Não sabe	165
1755	Sem declaração	165
1756	Sim	167
1757	Não	167
1758	Não sabe	167
1759	Sem declaração	167
1760	Nenhum dia	168
1761	1108099.Mariscos	72
1762	1 dia	168
1763	1109002.Presunto	72
1764	1109002.Presunto	73
1765	2 dias	168
1766	3 dias	168
1767	4 dias	168
1768	5 dias ou mais	168
1769	1109007.Salsicha e salsichão	72
1770	1109007.Salsicha e salsichão	73
1771	1109008.Linguiça	72
1772	1109008.Linguiça	73
1773	1109010.Mortadela, salame, salaminho	72
1774	1109010.Mortadela, salame, salaminho	73
1775	1109023.Bacalhau	72
1776	Sem declaração	168
1777	1109024.Camarão seco salgado	72
1778	Nenhum dia	169
1779	1 dia	169
1780	2 dias	169
1781	1109056.Carne seca	72
1782	1109056.Carne seca	73
1783	1109058.Carne de porco salgada defumada	72
1784	1109058.Carne de porco - salgada defumada	73
1785	3 dias	169
1786	4 dias	169
1787	1110003.Peru	72
1788	5 dias ou mais	169
1789	1110009.Frango	72
1790	1110009.Frango	73
1791	1110044.Ovo de galinha	72
1792	1110044.Ovo de galinha	73
1793	Sem declaração	169
1794	Nenhuma vez	170
1795	1111004.Leite pasteurizado	72
1796	1111004.Leite pasteurizado	73
1797	1 vez	170
1798	2 ou 3 vezes	170
1799	1111009.Leite em pó	72
1800	1111009.Leite em pó	73
1801	7301021.Creche	72
1802	4 ou 5 vezes	170
1803	1111019.Iogurte	72
1804	1111019.Iogurte	73
1805	6 ou 7 vezes	170
1806	8 ou 9 vezes	170
1807	1111023.Queijo-de-minas	72
1808	1111023.Queijo minas	73
1809	1111024.Queijo prato e muzzarela	72
1810	1111024.Queijo prato e muzzarela	73
1811	10 ou 11 vezes	170
1812	12 vezes ou mais	170
1813	1111031.Manteiga	72
1814	1111031.Manteiga	73
1815	Sem declaração	170
1816	Sim	171
1817	Não	171
1818	Sem declaração	171
1821	1112003.Biscoitos	72
1822	1112003.Biscoitos	73
1827	1112015.Pão francês	72
1828	1112015.Pão francês	73
1829	1112017.Pão doce	72
1830	1112017.Pão doce	73
1831	1112018.Pão de forma	72
1832	1112018.Pão de forma	73
1833	1112019.Bolo	72
1834	1112019.Bolo	73
1839	3201044.Aspirador de pó	72
1843	1113013.Óleo de soja	72
1844	1113013.Óleo de soja	73
1849	1113040.Margarina vegetal	72
1850	1113040.Margarina vegetal	73
1851	1114001.Sucos artificiais	72
1852	1114001.Sucos artificiais	73
1853	1114022.Café moído	72
1854	1114022.Café - moído	73
1855	1114023.Café solúvel	72
1856	1114023.Café - solúvel	73
1857	1114029.Mate	72
1858	1114029.Mate	73
1859	1114084.Cerveja	72
1860	1114084.Cerveja	73
1861	1114085.Outras bebidas alcoólicas	72
1862	1114085.Outras bebidas alcoólicas	73
1865	1114087.Vinho	72
1866	1114087.Vinho	73
1867	1115004.Coco ralado	72
1869	1115006.Ervilha em lata	72
1870	1115006.Ervilha em lata	73
1875	1115016.Palmito em conserva	72
1879	1115039.Sardinha em lata	72
1880	1115039.Sardinha em lata	73
1881	1115050.Salsicha em lata	72
1882	1115050.Salsicha em lata	73
1883	1115051.Carne de boi em lata	72
1884	1115051.Carne de boi em lata	73
1885	1115056.Sopas desidratadas	72
1886	1115056.Sopas desidratadas	73
1887	1115057.Azeitona	72
1888	1115057.Azeitonas	73
1891	1115075.Atum em lata	72
1893	1116001.Leite de coco	72
1895	1116005.Massa de tomate	72
1896	1116005.Massa de tomate	73
1897	1116010.Alho	72
1898	1116010.Alho	73
1899	1116013.Sal refinado	72
1900	1116013.Sal refinado	73
1901	1116022.Colorau	72
1902	1116022.Colorau	73
1903	1116026.Fermento em pó	72
1904	1116026.Fermento em pó	73
1905	1116033.Maionese	72
1906	1116033.Maionese	73
1907	1116041.Vinagre	72
1908	1116041.Vinagre	73
1909	1116048.Caldo de galinha	72
1911	1116055.Cominho	72
1913	1116062.Pimenta-do-reino	72
1914	1116062.Pimenta-do-reino	73
1919	1116071.Tempero misto	72
1920	1116071.Tempero misto	73
1921	1201001.Refeição	72
1922	1201001.Refeição	73
1923	1201003.Lanche	72
1924	1201003.Lanche	73
1925	1201005.Café da manhã	72
1926	1201005.Café da manhã	73
1927	1201007.Refrigerantes e água mineral	72
1928	1201007.Refrigerantes	73
1929	1201009.Cafezinho	72
1930	1201009.Cafezinho	73
1931	1201032.Caldos	72
1932	1201032.Caldos	73
1933	1201049.Chopp	72
1935	2101001.Aluguel residencial	72
1936	2101001.Aluguel residencial	73
1937	2101002.Condomínio	72
1938	2101002.Condomínio	73
1939	2101003.Imposto predial	72
1941	2101004.Taxa de água e esgoto	72
1945	2103005.Ferragens	72
1946	2103005.Ferragens	73
1949	2103008.Material de eletricidade	72
1950	2103008.Material de eletricidade	73
1951	2103009.Material de pintura	72
1952	2103009.Material de pintura	73
1953	2103012.Material de vidro	72
1955	2103014.Tinta para casa	72
1956	2103014.Tinta para casa	73
1959	2104002.Vassoura, rodo, etc	72
1960	2104002.Vassoura, rodo, etc	73
1962	9.Outros	73
1965	2104005.Água sanitária	72
1966	2104005.Água sanitária	73
1967	2104008.Detergente	72
1968	2104008.Detergente	73
1969	2104009.Sabão (pó e barra)	72
1970	2104009.Sabão (pó e barra)	73
1971	2104012.Desinfetante	72
1972	2104012.Desinfetante	73
1973	2104013.Inseticida e raticida	72
1974	2104013.Inseticida e raticida	73
1975	2104014.Cera e lustra-móveis	72
1976	2104014.Cera e lustra móveis	73
1977	2104016.Esponja e bombril	72
1978	2104016.Esponja e bom-bril	73
1979	2104032.Amaciante, alvejante, etc	72
1981	2104045.Filtro de papel para café	72
1985	2201003.Carvão vegetal	72
1987	2201004.Gás de bujão	72
1988	2201004.Gás de bujão	73
1989	2201005.Gás encanado	72
1991	2202.Energia elétrica	72
1992	2202003.Energia elétrica	73
1993	3101002.Móveis para sala	72
1994	2301002.Móveis para sala	73
1995	3101003.Móveis para quarto	72
1996	2301003.Móveis para quarto	73
1997	3101015.Móveis para copa e cozinha	72
1998	2301015.Móveis para copa e cozinha	73
1999	3101017.Colchão	72
2000	2301017.Colchão	73
2001	3101060.Rede	72
2002	2301060.Rede	73
2005	3102005.Tapetes	72
2007	3102006.Cortinas	72
2008	2302006.Cortinas	73
2009	3102007.Utensílios de copa e cozinha de metal	72
2010	2302007.Utensílios de copa, cozinha, metal	73
2011	3102009.Utensílios de copa e cozinha de louça	72
2012	2302009.Utensílios de copa, cozinha, louça	73
2013	3102010.Artigos de plástico	72
2014	2302010.Artigos de plástico	73
2015	3102012.Mamadeira, garrafa térmica	72
2016	2302012.Mamadeira, garrafa térmica	73
2029	3102038.Conserto de utensílio e aparelho doméstico	72
2030	2302038.Conserto de utensílio e aparelho doméstico	73
2031	3103001.Roupas de cama	72
2032	2303001.Roupa de cama	73
2033	3103002.Roupas de mesa	72
2034	Total geral de municípios	256
2035	3103003.Roupas de banho	72
2036	2303003.Roupa de banho	73
2037	3201001.Refrigerador	72
2038	2401001.Refrigerador	73
2039	3201002.Condicionador de ar	72
2040	Total	256
2041	3201003.Máquina de costura	72
2042	2401003.Máquina de costura	73
2043	3201005.Enceradeira	72
2044	Existe	256
2045	3201006.Máquina de lavar e secar	72
2046	Não existe	256
2047	3201007.Ferro elétrico	72
2048	2401007.Ferro elétrico	73
2049	3201012.Liquidificador	72
2050	2401012.Liquidificador	73
2051	3201013.Ventilador e exaustor	72
2052	2401013.Ventilador e exaustor	73
2053	Pessoal do quadro permanente - processamento e/ou tratamento de resíduos	12221
2054	Pessoal do quadro permanente - disposição no solo	12221
2055	3201021.Fogão	72
2056	2401021.Fogão	73
2057	Pessoal contratado, terceirizado ou somente comissionado - processamento e/ou tratamento de resíduos	12221
2058	Pessoal contratado, terceirizado ou somente comissionado - disposição no solo	12221
2059	3201027.Lâmpadas	72
2060	2401027.Lâmpadas	73
2061	3201029.Pilhas	72
2062	2401029.Pilhas	73
2063	Caminhão coletor com caçamba compactadora (até 8 m³)	12220
2064	Caminhão coletor com caçamba compactadora (mais de 8 m³ até 12 m³)	12220
2065	3201033.Freezer	72
2066	Caminhão coletor com caçamba compactadora (mais de 12 m³ até 16 m³)	12220
2067	Trator de pneus com reboque	12220
2068	Carroça de tração animal	12220
2069	Trator de lâmina sobre esteiras	12220
2070	Motoniveladora (patrol)	12220
2071	Retroescavadeira	12220
2072	42.Calçados e acessórios	73
2073	Caminhão coletor com caçamba compactadora (mais de16 m³)	12220
2074	Separadora convencional	12005
2075	7301003.Artigo de papelaria	72
2076	3301003.Artigo de papelaria	73
2077	Separadora condominial	12005
2078	Total de municípios com coleta de esgoto sanitário	12006
2079	3201050.Chuveiro elétrico, ducha	72
2080	2401050.Chuveiro elétrico, ducha	73
2081	Total de municípios com coleta de esgoto sanitário e com tratamento do esgoto	12006
2083	Total geral de municípios	12014
2084	Total de municípios com coleta de esgoto sanitário com ampliações ou melhorias	12014
2085	Wetland/aplicação no solo, plantas aquáticas	12007
2086	Total geral de municípios	12007
2087	Total geral de municípios	11978
2088	Total geral de municípios	11973
2089	3202001.Televisor	72
2090	2402001.Televisor	73
2091	3202002.Rádio	72
2092	2402002.Rádio	73
2093	3202003.Aparelho de som	72
2094	2402003.Aparelho de som	73
2095	3202005.Vídeo-cassete	72
2096	Total geral de municípios	11983
2099	4101002.Calça comprida	72
2100	4101002.Calça comprida	73
2101	4101004.Terno	72
2102	Total geral de distritos	11983
2103	4101005.Agasalhos	72
2104	4101005.Agasalho	73
2105	4101006.Short, calção e bermuda	72
2106	4101006.Short, calção, bermuda	73
2107	4101008.Cueca	72
2108	4101008.Cueca	73
2109	4101009.Camisa	72
2110	4101009.Camisa	73
2111	4101010.Camiseta	72
2112	4101010.Camiseta	73
2113	Total geral de municípios	11974
2114	Total de municípios abastecidos	11974
2115	Total de municípios com tratamento	11974
2116	Total geral de municípios	11982
2117	4102002.Calça comprida	72
2118	4102002.Calça comprida	73
2119	4102003.Agasalho	72
2120	4201.Calçados e acessórios	73
2121	4102004.Saia	72
2122	4102004.Saia	73
2123	4103007.Vestido	72
2124	4103007.Vestido	73
2125	Total geral de municípios	11984
2126	Não estabelecem tarifa mínima	11984
2127	4102008.Camiseta, blusa	72
2128	4102008.Camiseta, blusa	73
2129	Total geral de municípios	11996
2130	Nas ligações prediais	11996
2131	4102010.Lingerie	72
2132	4102010.Lingerie	73
2133	4102011.Roupa de dormir	72
2134	Total geral de municípios	11980
2135	4102012.Roupa de banho	72
2136	4102012.Roupa de banho	73
2137	4102013.Bermuda e short	72
2138	Não existe racionamento	11980
2139	4103001.Uniforme	72
2140	4103001.Uniforme	73
2141	4103002.Calça comprida	72
2142	4103002.Calça comprida	73
2143	4103011.Camisa	72
2144	4103011.Camisa	73
2145	4103012.Camiseta	72
2146	4103012.Camiseta	73
2149	4103014.Lingerie	72
2150	4103014.Lingerie	73
2151	4103017.Fralda	72
2152	4103017.Fralda	73
2153	4103018.Roupa de bebê	72
2154	4103018.Roupa de bebê	73
2160	Veículos, tratores, implementos e máquinas	12545
2161	Sem renda	285
2162	Menos de R$ 10.500	285
2163	4201002.Sapato de homem	72
2164	4201002.Sapato de homem	73
2165	4201003.Sapato de mulher	72
2166	4201003.Sapato de mulher	73
2167	4201004.Sapato de criança	72
2168	4201004.Sapato de criança	73
2169	Mais de R$ 10.500 a R$ 28.000	285
2170	Mais de R$ 28.000 a R$ 52.500	285
2171	4201007.Sandália de mulher	72
2172	4201007.Sandália de mulher	73
2173	Mais de R$ 52.500 a R$ 96.250	285
2174	Mais de R$ 96250	285
2175	4201009.Sandália de borracha	72
2176	4201009.Sandália de borracha	73
2177	4201015.Bolsa de mulher	72
2178	4201015.Bolsa de mulher	73
2179	4201028.Guarda-chuva	72
2181	4201029.Bolsa de homem	72
2185	4201063.Tênis de homem ou mulher	72
2186	4201063.Tênis de homem, mulher	73
2187	4201064.Tênis de criança	72
2188	4201064.Tênis de criança	73
2191	4301002.Joias	72
2192	4301002.Joias	73
2193	4301004.Relógio de pulso	72
2194	4301004.Relógio de pulso	73
2195	4401001.Tecidos	72
2196	4401001.Tecidos	73
2197	4401002.Artigos de armarinho	72
2198	4401002.Artigo de armarinho	73
2199	5101001.Ônibus urbano	72
2200	5101001.Ônibus urbano	73
2201	5101002.Táxi	72
2205	5101004.Trem	72
2206	5101004.Trem	73
2207	5101006.Ônibus a distância	72
2208	5101006.Ônibus à distância	73
2209	5101010.Avião	72
2211	5101011.Metrô	72
2212	5101011.Metrô	73
2215	5101026.Transporte escolar	72
2217	5102001.Automóveis novos	72
2219	5102004.Emplacamento e licença	72
2220	5102004.Emplacamento e licença	73
2221	5102005.Seguro voluntário para veículos	72
2223	5102007.Óleo	72
2225	5102009.Acessórios e peças	72
2226	5102009.Acessórios e peças	73
2227	5102010.Pneu e câmara-de-ar	72
2228	5102010.Pneu e câmara de ar	73
