Código Variável	Nome Variável
268	Receita agropecuária indireta dos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
269	Receita da indústria rural dos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
270	Receita da indústria rural dos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
271	Despesas com insumos vegetais dos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
272	Despesas com insumos vegetais dos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
273	Valor da produção vegetal dos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
274	Valor da produção vegetal dos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
275	Despesas com insumos animais dos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
276	Despesas com insumos animais dos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
277	Valor da produção animal dos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
278	Valor da produção animal dos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
279	Área de lavouras nos estabelecimentos agropecuários com agricultura familiar (Hectares) - casas decimais:  padrão = 0, máximo = 2
280	Área de lavouras nos estabelecimentos agropecuários com agricultura não familiar (Hectares) - casas decimais:  padrão = 0, máximo = 2
281	Área de pastagens nos estabelecimentos agropecuários com agricultura familiar (Hectares) - casas decimais:  padrão = 0, máximo = 2
282	Quantidade de leite cru, resfriado ou não, adquirido (Mil litros) - casas decimais:  padrão = 0, máximo = 3
283	Quantidade de leite cru, resfriado ou não, industrializado (Mil litros) - casas decimais:  padrão = 0, máximo = 3
284	Animais abatidos (Cabeças) - casas decimais:  padrão = 0, máximo = 0
285	Peso total das carcaças (Quilogramas) - casas decimais:  padrão = 0, máximo = 0
286	Área de pastagens nos estabelecimentos agropecuários com agricultura não familiar (Hectares) - casas decimais:  padrão = 0, máximo = 2
287	Valor dos investimentos nos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
288	Valor dos investimentos nos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
289	Brasileiros natos (Pessoas) - casas decimais:  padrão = 0, máximo = 8
290	Total de unidades de trabalho familiares nos estabelecimentos agropecuários com agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
292	Pessoas não naturais do município (Pessoas) - casas decimais:  padrão = 0, máximo = 0
293	Pessoas naturais do município que já residiram fora do município e que tinham menos de 10 anos ininterruptos de residência no município (Pessoas) - casas decimais:  padrão = 0, máximo = 0
294	Pessoas não naturais do município que tinham menos de 10 anos ininterruptos de residencia no município (Pessoas) - casas decimais:  padrão = 0, máximo = 0
295	Pessoas de 5 anos ou mais de idade que não residiam no município em 01.09.1986 (Pessoas) - casas decimais:  padrão = 0, máximo = 0
296	Pessoas de 5 anos ou mais de idade que já residiram fora do município e tinham menos de 5 anos ininterruptos de residência no município (Pessoas) - casas decimais:  padrão = 0, máximo = 0
297	Pessoas não naturais da unidade da federação (Pessoas) - casas decimais:  padrão = 0, máximo = 8
298	Pessoas de 5 anos ou mais de idade que já residiram fora do município (Pessoas) - casas decimais:  padrão = 0, máximo = 0
299	Total de unidades de trabalho contratadas nos estabelecimentos agropecuários com agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
300	Pessoas de 5 anos ou mais de idade que já residiram fora da unidade da federação e tinham menos de 5 anos ininterruptos de residência na unidade da federação (Pessoas) - casas decimais:  padrão = 0, máximo = 0
301	Número de aquisições (Unidades) - casas decimais:  padrão = 0, máximo = 0
302	Frequência de aquisições (Unidades) - casas decimais:  padrão = 0, máximo = 0
303	Percentual de famílias que possuem bens duráveis (%) - casas decimais:  padrão = 2, máximo = 2
304	Naturalizados brasileiros (Pessoas) - casas decimais:  padrão = 0, máximo = 8
305	Estrangeiros (Pessoas) - casas decimais:  padrão = 0, máximo = 8
306	IPCA dessazonalizado - Variação mensal (%) - casas decimais:  padrão = 2, máximo = 2
307	IPCA dessazonalizado - Variação acumulada no ano (%) - casas decimais:  padrão = 2, máximo = 2
308	Total de unidades de trabalho contratadas nos estabelecimentos agropecuários com agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
309	IPCA dessazonalizado - Peso mensal (%) - casas decimais:  padrão = 4, máximo = 4
310	Número de empresas comerciais (Unidades) - casas decimais:  padrão = 0, máximo = 0
311	Número de estabelecimentos comerciais com receita de revenda (Unidades) - casas decimais:  padrão = 0, máximo = 0
312	Pessoal ocupado em 31/12 em empresas comerciais (Pessoas) - casas decimais:  padrão = 0, máximo = 0
313	Total de gastos com pessoal em empresas comerciais (Milhões de Cruzados [1988], Mil Cruzados Novos [1989], Milhões de Cruzeiros [1990]) - casas decimais:  padrão = 0, máximo = 0
314	Gastos com salários, retiradas e outras remunerações em empresas comerciais (Milhões de Cruzados [1988], Mil Cruzados Novos [1989], Milhões de Cruzeiros [1990]) - casas decimais:  padrão = 0, máximo = 0
315	Número de empresas comerciais de médio e grande porte (Unidades) - casas decimais:  padrão = 0, máximo = 0
316	Número de estabelecimentos comerciais de médio e grande porte com receita de revenda (Unidades) - casas decimais:  padrão = 0, máximo = 0
317	Pessoal ocupado em 31/12 em empresas comerciais de médio e grande porte (Pessoas) - casas decimais:  padrão = 0, máximo = 0
318	Total de gastos com pessoal em empresas comerciais de médio e grande porte (Milhões de Cruzados [1988], Mil Cruzados Novos [1989], Milhões de Cruzeiros [1990, 1992], Milhões de Cruzeiros Reais [1993], Mil Reais [1994 a 1995]) - casas decimais:  padrão = 0, máximo = 0
319	Gastos com salários, retiradas e outras remunerações em empresas comerciais de médio e grande porte (Milhões de Cruzados [1988], Mil Cruzados Novos [1989], Milhões de Cruzeiros [1990, 1992], Milhões de Cruzeiros Reais [1993], Mil Reais [1994 a 1995]) - casas decimais:  padrão = 0, máximo = 0
320	Total de unidades de trabalho familiares nos estabelecimentos agropecuários com agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
321	Valor dos bens nos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
322	Valor dos bens nos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
323	Valor da agroindústria rural nos estabelecimentos agropecuários com agricultura familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
324	Valor da agroindústria rural nos estabelecimentos agropecuários com agricultura não familiar (Reais) - casas decimais:  padrão = 0, máximo = 0
325	Número de estabelecimentos agropecuários com instalação de beneficiamento própria e com agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
326	Número de estabelecimentos agropecuários com instalação de beneficiamento própria e com agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
327	Número de estabelecimentos agropecuários com instalação de beneficiamento comunitária e com agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
328	Número de estabelecimentos agropecuários com instalação de beneficiamento comunitária e com agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
329	Número de estabelecimentos agropecuários com instalação de beneficiamento de terceiros e com agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
330	Número de estabelecimentos agropecuários com instalação de beneficiamento de terceiros e com agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
331	Escolares frequentando o 9º ano do ensino fundamental (Pessoas) - casas decimais:  padrão = 0, máximo = 0
334	Número de estabelecimentos agropecuários com empregados permanentes na agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
335	Número de estabelecimentos agropecuários com serviços de empreitada na agricultura familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
336	Municípios com coleta de esgoto sanitário (Unidades) - casas decimais:  padrão = 0, máximo = 0
337	Municípios com tratamento de esgoto sanitário (Unidades) - casas decimais:  padrão = 0, máximo = 0
339	Número de economias ativas abastecidas (Unidades) - casas decimais:  padrão = 0, máximo = 0
340	Número de economias ativas abastecidas residenciais (Unidades) - casas decimais:  padrão = 0, máximo = 0
341	Número de outras economias ativas abastecidas (Unidades) - casas decimais:  padrão = 0, máximo = 0
343	Número de óbitos ocorridos no ano (Pessoas) - casas decimais:  padrão = 0, máximo = 0
344	Municípios que estabelecem tarifa mínima para consumo de água (Unidades) - casas decimais:  padrão = 0, máximo = 0
345	Municípios com rede de distribuição de água (Unidades) - casas decimais:  padrão = 0, máximo = 0
346	Municípios com racionamento de água (Unidades) - casas decimais:  padrão = 0, máximo = 0
347	Pessoal ocupado exclusivamente no serviço de abastecimento de água (Pessoas) [2008] - casas decimais:  padrão = 0, máximo = 0
348	Número de estabelecimentos agropecuários com empregados permanentes na agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
349	Número de estabelecimentos agropecuários com serviços de empreitada na agricultura não familiar (Unidades) - casas decimais:  padrão = 0, máximo = 0
350	Pessoas indígenas (Pessoas) - casas decimais:  padrão = 0, máximo = 0
352	Pessoas com até 10 anos de idade (Pessoas) - casas decimais:  padrão = 0, máximo = 0
353	Percentual de crianças com menos de 5 anos de idade que tinham registro civil de nascimento (%) - casas decimais:  padrão = 1, máximo = 1
355	IPCA15 - Variação mensal (%) - casas decimais:  padrão = 2, máximo = 2
356	IPCA15 - Variação acumulada no ano (%) - casas decimais:  padrão = 2, máximo = 2
357	IPCA15 - Peso mensal (%) - casas decimais:  padrão = 4, máximo = 4
358	Taxa de alfabetização das pessoas de 5 anos ou mais de idade (%) - casas decimais:  padrão = 2, máximo = 2
359	Domicílios com televisão sem conversor para receber sinal digital de televisão aberta (Mil unidades) - casas decimais:  padrão = 0, máximo = 0
360	Óbitos de crianças menores de 1 ano de idade que haviam residido com moradores dos domicílios particulares, ocorridos de agosto de 2009 a julho de 2010 (Unidades) - casas decimais:  padrão = 0, máximo = 0
361	Pessoas indígenas de 5 anos ou mais de idade (Pessoas) - casas decimais:  padrão = 0, máximo = 0
362	Número de informações (Unidades) - casas decimais:  padrão = 0, máximo = 0
363	Pessoas indígenas de 10 anos ou mais de idade (Pessoas) - casas decimais:  padrão = 0, máximo = 0
364	População residente que frequentava escola ou creche (Pessoas) - casas decimais:  padrão = 0, máximo = 8
366	Número de estabelecimentos agropecuários com informações sobre bens (Unidades) - casas decimais:  padrão = 0, máximo = 0
367	Número de empresas e outras organizações atuantes (Unidades) - casas decimais:  padrão = 0, máximo = 0
368	Número de unidades locais com receita de revenda (Unidades) - casas decimais:  padrão = 0, máximo = 0
369	Receitas de aluguéis de imóveis, veículos, máquinas e equipamentos (Mil Reais) - casas decimais:  padrão = 0, máximo = 0
370	Consumo intermediário - outras despesas operacionais e outros custos (Mil Reais) - casas decimais:  padrão = 0, máximo = 0
373	Coeficiente de variação - Percentual de crianças com menos de 5 anos de idade que tinham registro civil de nascimento (%) - casas decimais:  padrão = 1, máximo = 1
375	Pessoas de 5 anos ou mais de idade que não residiam no município em 31/07/2005 (Pessoas) - casas decimais:  padrão = 0, máximo = 8
378	Filhos tidos nascidos vivos pelas mulheres de 10 anos ou mais de idade no período de referência de 12 meses (Pessoas) - casas decimais:  padrão = 0, máximo = 8
379	Filhos tidos nascidos mortos pelas mulheres de 10 anos ou mais de idade (Pessoas) - casas decimais:  padrão = 0, máximo = 8
380	Filhos tidos pelas mulheres de 10 anos ou mais de idade que estavam vivos na data de referência (Pessoas) - casas decimais:  padrão = 0, máximo = 8
381	Domicílios particulares permanentes ocupados (Domicílios) - casas decimais:  padrão = 0, máximo = 0
382	Moradores em domicílios particulares permanentes ocupados (Pessoas) - casas decimais:  padrão = 0, máximo = 0
